id,value
id_92,8.62511780991144
id_93,32.3214718088782
id_94,46.59804436536757
id_95,22.884070826723473
id_96,31.51812972825164
id_97,11.198233479765813
id_98,28.5274366425295
id_99,0.2911506800899053
id_100,17.966961079539637
id_101,27.12416392947017
id_102,11.398232780652908
id_103,16.426426865673537
id_104,23.425261046922202
id_105,40.61608267056826
id_106,25.864125026560004
id_107,5.422736951672597
id_108,10.794921122256145
id_109,72.86213692992133
id_110,48.02283705948135
id_111,15.746808276902996
id_112,24.670410614177783
id_113,12.827793326536707
id_114,10.158057570240466
id_115,27.269223342021128
id_116,29.208738577932227
id_117,8.835339619930906
id_118,20.051088137129724
id_119,20.212333743764255
id_120,79.90600929870568
id_121,18.061614288263335
id_122,30.542809341303794
id_123,25.980792377728037
id_124,5.212577268164722
id_125,30.355697305856214
id_126,7.7683228889146125
id_127,15.328268255393311
id_128,22.66636571769807
id_129,62.74205421108996
id_130,18.950780367988017
id_131,19.076355630838492
id_132,61.37157409163717
id_133,15.88456205262986
id_134,13.409418077705581
id_135,0.8487724836114054
id_136,7.834996717304072
id_137,57.01282901179671
id_138,25.607996751813733
id_139,4.961704729241976
id_140,36.41487903906247
id_141,28.790006721976155
id_142,49.19412096197638
id_143,40.30686985573411
id_144,13.31618059398268
id_145,27.66101187522912
id_146,17.158027524366716
id_147,49.68726256929676
id_148,23.030272291604703
id_149,39.240936524842745
id_150,13.196753889412692
id_151,5.94889370103958
id_152,25.82160897630431
id_153,8.258634214291583
id_154,19.146320517225455
id_155,43.18248652651661
id_156,6.717843578093241
id_157,33.869615246810696
id_158,15.369937846981628
id_159,16.9390449735519
id_160,37.88533679463464
id_161,19.20248454105426
id_162,9.059504715654825
id_163,10.283399610648443
id_164,48.67244712569839
id_165,30.58771621323109
id_166,2.4774098975323895
id_167,12.811603937805803
id_168,70.32478980976452
id_169,14.840967694066912
id_170,68.86558756678866
id_171,42.741992444866156
id_172,24.000261542920413
id_173,23.420724860321485
id_174,61.67212443568273
id_175,25.49420284505925
id_176,19.004809786868968
id_177,34.88668288189686
id_178,9.40231339837954
id_179,29.52001131440801
id_180,14.573965885700405
id_181,9.125563143203422
id_182,52.81258399813178
id_183,45.039537994389406
id_184,17.45243467918318
id_185,38.49393527971418
id_186,27.03891909264372
id_187,65.5817096742459
id_188,7.037306380769433
id_189,52.7144771341155
id_190,38.20645933704945
id_191,21.169801059557713
id_192,30.247556879488467
id_193,2.7144229897162973
id_194,19.93293258764099
id_195,-3.413332337604018
id_196,32.4459994028131
id_197,10.582973029979993
id_198,21.775225707258556
id_199,62.465292065677886
id_200,24.132943687316583
id_201,26.201239647400865
id_202,63.744477234402986
id_203,2.8342977741291158
id_204,14.379246986978487
id_205,9.369850731754
id_206,9.881166613595505
id_207,3.4949453589720676
id_208,122.60804937921779
id_209,21.08351301448051
id_210,17.532220599454924
id_211,20.183098344597212
id_212,36.393132212281934
id_213,34.93515120529068
id_214,18.830312661458752
id_215,38.34455552272317
id_216,77.91663413807021
id_217,1.7953235508881313
id_218,13.445827939135734
id_219,36.13115559041225
id_220,15.150403498166288
id_221,12.94184833441819
id_222,113.12524093786395
id_223,15.224604677934693
id_224,14.824025968612482
id_225,59.267353688540425
id_226,10.58369529071857
id_227,20.99306256353218
id_228,9.789365880830164
id_229,4.771180008705905
id_230,47.92780690481282
id_231,12.399438394751087
id_232,48.146476562644196
id_233,40.466380396564084
id_234,16.94059027033273
id_235,41.26654448941832
id_236,69.0278920337291
id_237,40.346249244122504
id_238,14.313743982870974
id_239,15.7707266342194
